institute_name,course_name,individual_tutor
Panya Society,ติดอาวุธลับ UpScoreร์,สุปิติ บูรณวัฒนาโชค (พี่แชร์)
Panya Society,คณิตศาสตร์ 2 A-Level,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack FAST ฟิสิกส์ + คณิตศาสตร์ A-Level,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack FAST ฟิสิกส์ + คณิตศาสตร์ A-Level,ดร.ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,● TGAT Eng + A-Level Eng ●,ครูพี่ตวง
Panya Society,Pack เคมี + คณิตศาสตร์ TCAS ติดอาวุธลับ UpScore,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack เคมี + คณิตศาสตร์ TCAS ติดอาวุธลับ UpScore,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,Pack เพิ่มเกรด ม.5 - เคมี,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,คณิตศาสตร์เสริม ม.5 เทอม 1 คิดคล่อง ไม่ท่องจำ ทำโจทย์ได้ โดย อ.นอต,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,ข้อสอบจำลอง TPAT3 ความถนัดด้านวิทยาศาสตร์ เทคโนโลยี และวิศวกรรมศาสตร์,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack ติวสอบวิศวะ ฟิสิกส์ A-Level + TPAT3 โดยวิศวกรตัวจริง,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,ฟิสิกส์ ม.5 เทอม 2 (หลักสูตรใหม่) เรียนสนุก ทำโจทย์คล่อง คะแนนเยี่ยม โดยอาจารย์แชร์,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack ติวสอบวิศวะ ฟิสิกส์ และ คณิตศาสตร์ A-Level + TPAT3 + TGAT โดยวิศวกรตัวจริง,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack ติวสอบวิศวะ ฟิสิกส์ และ คณิตศาสตร์ A-Level + TPAT3 + TGAT โดยวิศวกรตัวจริง,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack ติวสอบวิศวะ ฟิสิกส์ และ คณิตศาสตร์ A-Level + TPAT3 + TGAT โดยวิศวกรตัวจริง,จารุกิตติ์ วิทยาปัญญานนท์ (อ.ชาร์ป)
Panya Society,Pack ติวสอบวิศวะ ฟิสิกส์ และ คณิตศาสตร์ A-Level + TPAT3 + TGAT โดยวิศวกรตัวจริง,ตวงรัตน์ แสงโชติ (อ.ตวง)
Panya Society,Pack ฟิสิกส์ + เคมี TCAS ติดอาวุธลับ UpScore,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack ฟิสิกส์ + เคมี TCAS ติดอาวุธลับ UpScore,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,คอร์สเตรียมสอบ Alevel สังคมศึกษา,ครูพี่ณุณิ
Panya Society,ฟิสิกส์ ม.4 เทอม 2 (หลักสูตรใหม่) เรียนสนุก ทำโจทย์คล่อง คะแนนเยี่ยม โดยอาจารย์แชร์,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,สอวน. ฟิสิกส์โอลิมปิก,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Physics Blueprint,MOCK TEST Math 1 A-Level (68),ครูพี่ตั้ว
Physics Blueprint,พิชิต TPAT3 เล่ม 1 IQ & APTITUDE TEST (69),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 20] ฟิสิกส์นิวเคลียร์และฟิสิกส์อนุภาค (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ ม.4 เทอม 2 (70),ครูพี่ตั้ว
Physics Blueprint,MOCKTEST TPAT3 (69),ครูพี่ตั้ว
Physics Blueprint,พิชิต TPAT3 Pack เล่ม 1+2 (69),ครูพี่ตั้ว
Physics Blueprint,ตะลุยโจทย์ Physics A-Level Speed Up Pack 3 เล่ม (69),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 2] การเคลื่อนที่แนวตรง (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 8] การเคลื่อนที่แบบ SHM (70),ครูพี่ตั้ว
Physics Blueprint,ENTRANCE (TCAS) PHYSICS PACK รวมเนื้อหาฟิสิกส์ ม.ปลาย (อัพเดต TCAS70),ครูพี่ตั้ว
Physics Blueprint,MOCKTEST TGAT2,ครูพี่ตั้ว
Physics Blueprint,PACK พิชิตฟิสิกส์ ม.5 (เล่ม 1+2) (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ ม.5 เทอม 1 (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 1] ธรรมชาติและพัฒนาการทางฟิสิกส์ (70),ครูพี่ตั้ว
Physics Blueprint,Pack TGAT2 + TGAT3,ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 17] ความร้อนและแก๊ส (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 18] ของแข็งและของไหล (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 3] แรงและกฎการเคลื่อนที่ (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ ม.4 เทอม 1 (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 4] สมดุลกล (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 5] งานและพลังงาน (70),ครูพี่ตั้ว
Physics Blueprint,MOCK TEST Math 2 A-Level (68),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 19] ฟิสิกส์อะตอม (70),ครูพี่ตั้ว
Physics Blueprint,MOCKTEST Physics A-Level (69),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ ม.6 เทอม 1 (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ ม.5 เทอม 2 (70),ครูพี่ตั้ว
Physics Blueprint,Gear Pack B Physics A-Level Speed Up + พิชิต TPAT3 2 เล่ม,ครูพี่ตั้ว
Physics Blueprint,ตะลุยโจทย์ร่างมาร,ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 14] ไฟฟ้ากระแส (70),ครูพี่ตั้ว
Physics Blueprint,Gear Pack  A Physics A-Level  7 เล่ม + พิชิต TPAT3 2 เล่ม (69),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 15] แม่เหล็กและไฟฟ้า (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 13] ไฟฟ้าสถิต (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ ม.6 เทอม 2 (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 7] การเคลื่อนที่แนวโค้ง (70),ครูพี่ตั้ว
Physics Blueprint,พิชิต TPAT3 เล่ม 2 SCIENCE & ENGINEERING SENSE (69),ครูพี่ตั้ว
Physics Blueprint,PACK พิชิต สอวน. ฟิสิกส์ (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 6] โมเมนตัมและการชน (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 11] แสงเชิงรังสี (70),ครูพี่ตั้ว
Physics Blueprint,PACK พิชิตฟิสิกส์ ม.6 (เล่ม 1+2) (70),ครูพี่ตั้ว
Physics Blueprint,PACK พิชิตฟิสิกส์ ม.4 (เล่ม 1+2) (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 12] เสียง (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 10] แสงเชิงคลื่น (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 9] คลื่น (70),ครูพี่ตั้ว
Physics Blueprint,พิชิตฟิสิกส์ [บทที่ 16] คลื่นแม่เหล็กไฟฟ้า (70),ครูพี่ตั้ว
